message,label
Urgent hiring for data analyst at Flipkart. send documents on WhatsApp. Apply now via unauthorized portal.,fake
Get loan of ₹1 lakh instantly. send documents on WhatsApp. Apply through Telegram group.,fake
ICICI is hiring for software engineer. Apply via official career page. Process includes processed within 7 days.,real
Urgent hiring for sales executive at Zomato. limited time offer. Apply now via WhatsApp link.,fake
TCS is hiring for software engineer. Apply via email from HR. Process includes KYC required.,real
Urgent hiring for data analyst at Flipkart. urgent processing. Apply now via Google Form.,fake
Urgent hiring for marketing intern at Zomato. pay registration fee. Apply now via direct recruiter number.,fake
Get loan of ₹1 lakh instantly. pay registration fee. Apply through Telegram group.,fake
Urgent hiring for data analyst at Capgemini. send documents on WhatsApp. Apply now via unauthorized portal.,fake
Urgent hiring for marketing intern at TCS. pay registration fee. Apply now via WhatsApp link.,fake
Urgent hiring for marketing intern at Flipkart. limited time offer. Apply now via unauthorized portal.,fake
Apply for a personal loan of ₹10 lakhs via email from HR. Offer through banking channels.,real
Get loan of ₹2 lakhs instantly. limited time offer. Apply through Telegram group.,fake
Urgent hiring for delivery agent at TCS. instant approval. Apply now via unauthorized portal.,fake
Apply for a personal loan of ₹5 lakhs via LinkedIn job post. Offer RBI approved.,real
"Apply for a personal loan of ₹50,000 via Naukri listing. Offer minimal interest.",real
"Get loan of ₹50,000 instantly. send documents on WhatsApp. Apply through direct recruiter number.",fake
Apply for a personal loan of ₹2 lakhs via email from HR. Offer RBI approved.,real
Urgent hiring for customer support at Zomato. send documents on WhatsApp. Apply now via Telegram group.,fake
Apply for a personal loan of ₹1 lakh via official career page. Offer minimal interest.,real
Apply for a personal loan of ₹1 lakh via official career page. Offer RBI approved.,real
Flipkart is hiring for delivery agent. Apply via email from HR. Process includes through banking channels.,real
Get loan of ₹5 lakhs instantly. limited time offer. Apply through WhatsApp link.,fake
Urgent hiring for marketing intern at Capgemini. send documents on WhatsApp. Apply now via WhatsApp link.,fake
Urgent hiring for software engineer at Flipkart. limited time offer. Apply now via WhatsApp link.,fake
Get loan of ₹2 lakhs instantly. instant approval. Apply through Telegram group.,fake
Get loan of ₹5 lakhs instantly. pay registration fee. Apply through WhatsApp link.,fake
Infosys is hiring for sales executive. Apply via LinkedIn job post. Process includes processed within 7 days.,real
"Get loan of ₹50,000 instantly. send documents on WhatsApp. Apply through unauthorized portal.",fake
Get loan of ₹10 lakhs instantly. instant approval. Apply through Telegram group.,fake
Infosys is hiring for delivery agent. Apply via company website. Process includes KYC required.,real
Apply for a personal loan of ₹1 lakh via email from HR. Offer KYC required.,real
Urgent hiring for delivery agent at Zomato. send documents on WhatsApp. Apply now via direct recruiter number.,fake
ICICI is hiring for software engineer. Apply via LinkedIn job post. Process includes RBI approved.,real
Urgent hiring for software engineer at ICICI. pay registration fee. Apply now via Google Form.,fake
Apply for a personal loan of ₹1 lakh via official career page. Offer through banking channels.,real
Urgent hiring for sales executive at Capgemini. limited time offer. Apply now via Telegram group.,fake
Apply for a personal loan of ₹1 lakh via LinkedIn job post. Offer through banking channels.,real
"Get loan of ₹50,000 instantly. send documents on WhatsApp. Apply through WhatsApp link.",fake
Tech Mahindra is hiring for marketing intern. Apply via company website. Process includes RBI approved.,real
Urgent hiring for sales executive at Swiggy. send documents on WhatsApp. Apply now via WhatsApp link.,fake
Capgemini is hiring for data analyst. Apply via company website. Process includes minimal interest.,real
Flipkart is hiring for software engineer. Apply via email from HR. Process includes minimal interest.,real
"Apply for a personal loan of ₹50,000 via official career page. Offer through banking channels.",real
Urgent hiring for data analyst at HCL. send documents on WhatsApp. Apply now via WhatsApp link.,fake
Urgent hiring for customer support at Infosys. pay registration fee. Apply now via WhatsApp link.,fake
Capgemini is hiring for delivery agent. Apply via LinkedIn job post. Process includes minimal interest.,real
Urgent hiring for software engineer at TCS. send documents on WhatsApp. Apply now via Telegram group.,fake
Urgent hiring for delivery agent at Capgemini. limited time offer. Apply now via Google Form.,fake
"Apply for a personal loan of ₹50,000 via LinkedIn job post. Offer KYC required.",real
Apply for a personal loan of ₹10 lakhs via LinkedIn job post. Offer through banking channels.,real
Apply for a personal loan of ₹10 lakhs via LinkedIn job post. Offer KYC required.,real
Urgent hiring for sales executive at Flipkart. pay registration fee. Apply now via direct recruiter number.,fake
Apply for a personal loan of ₹1 lakh via company website. Offer through banking channels.,real
Urgent hiring for data analyst at TCS. instant approval. Apply now via Telegram group.,fake
Urgent hiring for software engineer at ICICI. urgent processing. Apply now via Google Form.,fake
Get loan of ₹2 lakhs instantly. urgent processing. Apply through Telegram group.,fake
Urgent hiring for delivery agent at Zomato. send documents on WhatsApp. Apply now via Telegram group.,fake
Urgent hiring for data analyst at HCL. send documents on WhatsApp. Apply now via unauthorized portal.,fake
Urgent hiring for data analyst at ICICI. limited time offer. Apply now via Google Form.,fake
Urgent hiring for marketing intern at Capgemini. pay registration fee. Apply now via unauthorized portal.,fake
TCS is hiring for sales executive. Apply via official career page. Process includes processed within 7 days.,real
Urgent hiring for data analyst at Flipkart. pay registration fee. Apply now via WhatsApp link.,fake
Get loan of ₹10 lakhs instantly. pay registration fee. Apply through Telegram group.,fake
Get loan of ₹10 lakhs instantly. instant approval. Apply through WhatsApp link.,fake
Apply for a personal loan of ₹5 lakhs via LinkedIn job post. Offer through banking channels.,real
Swiggy is hiring for customer support. Apply via Naukri listing. Process includes through banking channels.,real
Apply for a personal loan of ₹5 lakhs via LinkedIn job post. Offer KYC required.,real
Apply for a personal loan of ₹10 lakhs via company website. Offer through banking channels.,real
Capgemini is hiring for data analyst. Apply via company website. Process includes minimal interest.,real
"Get loan of ₹50,000 instantly. limited time offer. Apply through Google Form.",fake
"Apply for a personal loan of ₹50,000 via official career page. Offer minimal interest.",real
Urgent hiring for sales executive at Infosys. limited time offer. Apply now via Google Form.,fake
Get loan of ₹10 lakhs instantly. instant approval. Apply through Telegram group.,fake
Apply for a personal loan of ₹2 lakhs via company website. Offer processed within 7 days.,real
Apply for a personal loan of ₹1 lakh via Naukri listing. Offer minimal interest.,real
TCS is hiring for marketing intern. Apply via official career page. Process includes RBI approved.,real
Get loan of ₹2 lakhs instantly. urgent processing. Apply through WhatsApp link.,fake
Apply for a personal loan of ₹5 lakhs via official career page. Offer KYC required.,real
ICICI is hiring for data analyst. Apply via email from HR. Process includes KYC required.,real
HCL is hiring for delivery agent. Apply via company website. Process includes minimal interest.,real
"Apply for a personal loan of ₹50,000 via official career page. Offer KYC required.",real
Urgent hiring for sales executive at ICICI. urgent processing. Apply now via Telegram group.,fake
Urgent hiring for delivery agent at Flipkart. send documents on WhatsApp. Apply now via WhatsApp link.,fake
"Get loan of ₹50,000 instantly. limited time offer. Apply through direct recruiter number.",fake
Apply for a personal loan of ₹2 lakhs via email from HR. Offer minimal interest.,real
Apply for a personal loan of ₹2 lakhs via LinkedIn job post. Offer RBI approved.,real
Apply for a personal loan of ₹10 lakhs via company website. Offer through banking channels.,real
Apply for a personal loan of ₹10 lakhs via LinkedIn job post. Offer processed within 7 days.,real
TCS is hiring for software engineer. Apply via email from HR. Process includes processed within 7 days.,real
Get loan of ₹1 lakh instantly. instant approval. Apply through Google Form.,fake
Apply for a personal loan of ₹2 lakhs via email from HR. Offer through banking channels.,real
Urgent hiring for marketing intern at Tech Mahindra. limited time offer. Apply now via WhatsApp link.,fake
Capgemini is hiring for data analyst. Apply via Naukri listing. Process includes KYC required.,real
Axis Bank is hiring for customer support. Apply via LinkedIn job post. Process includes minimal interest.,real
"Get loan of ₹50,000 instantly. pay registration fee. Apply through Telegram group.",fake
Get loan of ₹10 lakhs instantly. urgent processing. Apply through Google Form.,fake
Apply for a personal loan of ₹2 lakhs via email from HR. Offer minimal interest.,real
Tech Mahindra is hiring for sales executive. Apply via LinkedIn job post. Process includes RBI approved.,real
Swiggy is hiring for data analyst. Apply via LinkedIn job post. Process includes processed within 7 days.,real
Get loan of ₹1 lakh instantly. limited time offer. Apply through Telegram group.,fake
"Apply for a personal loan of ₹50,000 via email from HR. Offer through banking channels.",real
Get loan of ₹2 lakhs instantly. instant approval. Apply through Telegram group.,fake
Urgent hiring for data analyst at HCL. send documents on WhatsApp. Apply now via Google Form.,fake
Urgent hiring for marketing intern at Axis Bank. send documents on WhatsApp. Apply now via unauthorized portal.,fake
Urgent hiring for software engineer at Tech Mahindra. urgent processing. Apply now via direct recruiter number.,fake
"Apply for a personal loan of ₹50,000 via Naukri listing. Offer KYC required.",real
Apply for a personal loan of ₹2 lakhs via Naukri listing. Offer minimal interest.,real
Flipkart is hiring for delivery agent. Apply via official career page. Process includes through banking channels.,real
Apply for a personal loan of ₹10 lakhs via company website. Offer RBI approved.,real
Flipkart is hiring for delivery agent. Apply via email from HR. Process includes KYC required.,real
"Get loan of ₹50,000 instantly. send documents on WhatsApp. Apply through direct recruiter number.",fake
"Apply for a personal loan of ₹50,000 via company website. Offer RBI approved.",real
Get loan of ₹5 lakhs instantly. limited time offer. Apply through unauthorized portal.,fake
Flipkart is hiring for customer support. Apply via email from HR. Process includes processed within 7 days.,real
TCS is hiring for software engineer. Apply via email from HR. Process includes through banking channels.,real
Swiggy is hiring for delivery agent. Apply via LinkedIn job post. Process includes RBI approved.,real
Get loan of ₹5 lakhs instantly. urgent processing. Apply through direct recruiter number.,fake
Get loan of ₹10 lakhs instantly. instant approval. Apply through direct recruiter number.,fake
Apply for a personal loan of ₹1 lakh via company website. Offer minimal interest.,real
Urgent hiring for sales executive at Swiggy. pay registration fee. Apply now via WhatsApp link.,fake
Get loan of ₹1 lakh instantly. pay registration fee. Apply through unauthorized portal.,fake
Urgent hiring for sales executive at HCL. urgent processing. Apply now via Google Form.,fake
Infosys is hiring for delivery agent. Apply via company website. Process includes RBI approved.,real
Urgent hiring for software engineer at Swiggy. urgent processing. Apply now via Google Form.,fake
Apply for a personal loan of ₹10 lakhs via LinkedIn job post. Offer RBI approved.,real
"Get loan of ₹50,000 instantly. urgent processing. Apply through Telegram group.",fake
"Apply for a personal loan of ₹50,000 via company website. Offer minimal interest.",real
Flipkart is hiring for marketing intern. Apply via LinkedIn job post. Process includes KYC required.,real
Apply for a personal loan of ₹2 lakhs via company website. Offer KYC required.,real
Get loan of ₹1 lakh instantly. urgent processing. Apply through WhatsApp link.,fake
Get loan of ₹2 lakhs instantly. urgent processing. Apply through WhatsApp link.,fake
TCS is hiring for delivery agent. Apply via email from HR. Process includes minimal interest.,real
Urgent hiring for marketing intern at HCL. limited time offer. Apply now via unauthorized portal.,fake
Get loan of ₹1 lakh instantly. limited time offer. Apply through Telegram group.,fake
Urgent hiring for delivery agent at ICICI. pay registration fee. Apply now via unauthorized portal.,fake
"Apply for a personal loan of ₹50,000 via company website. Offer minimal interest.",real
Apply for a personal loan of ₹10 lakhs via email from HR. Offer KYC required.,real
Urgent hiring for software engineer at ICICI. send documents on WhatsApp. Apply now via Google Form.,fake
Tech Mahindra is hiring for data analyst. Apply via official career page. Process includes processed within 7 days.,real
ICICI is hiring for marketing intern. Apply via Naukri listing. Process includes processed within 7 days.,real
HCL is hiring for delivery agent. Apply via email from HR. Process includes KYC required.,real
Get loan of ₹1 lakh instantly. send documents on WhatsApp. Apply through direct recruiter number.,fake
"Apply for a personal loan of ₹50,000 via LinkedIn job post. Offer through banking channels.",real
Apply for a personal loan of ₹2 lakhs via email from HR. Offer minimal interest.,real
"Hurry! नौकरी के लिए अभी आवेदन करें और पाएँ ₹50,000 सैलरी",fake
"TCS hiring now - walk-in interview, visit official portal",real
Your SBI home loan is pre-approved. Call now for instant disbursal,fake
"भारतीय स्टेट बैंक से ऋण की पुष्टि करें, अभी संपर्क करें",fake
Axis Bank is hiring backend support engineers. Apply at axisbank.com/careers,real
"Loan offer only valid today, send Aadhar and PAN for confirmation",fake
"You have won a government grant of ₹1,00,000. Submit documents urgently",fake
Congratulations! Selected for Infosys training. Check your HR portal.,real
"Click to claim your ₹75,000 loan reward from RBI scheme",fake
Download official admit card at upsc.gov.in,real
"Dear applicant, BHEL invites you to apply for 2025 graduate training",real
UP government scheme for youth: Apply for Rs. 1 lakh startup support,real
Fake caller pretending to be from LIC offers early maturity payout,fake
NSDL KYC update pending. Login and upload your documents to reactivate,fake
DMart urgent hiring in your area. Pay ₹500 and get ID card,fake
Received a call saying I qualified for Canara Bank loan - is this real?,fake
Apply for DRDO apprenticeship online before March 30,real
IRCTC alert: Suspicious login attempt detected. Please verify,fake
"Online work from home job with ₹2,000 daily. Just WhatsApp us",fake
Mahindra & Mahindra offers campus jobs for BTech students. Register via college portal,real
